dataset,episode_id,task,mode,mode_label,level,duration_sec,duration_bucket_abs,task_progress,mean_l2,task_success
DROID,1316,Move the bowl slightly to the left,val_llm,llm_val,L2,5.666666666666667,0-30s,0.4,0.10386420930352908,False
DROID,1324,Pick the marker and put it in the cup,task_token_only,original,L3,17.266666666666666,0-30s,0.4,0.1170902403377192,False
DROID,1324,Pick the marker and put it in the cup,dual_llm,llm_dual,L3,17.266666666666666,0-30s,0.8,0.09232549995175139,True
DROID,1324,Pick the marker and put it in the cup,val_llm,llm_val,L3,17.266666666666666,0-30s,0.4,0.08674160018387063,False
DROID,1325,Put the fork in the drawer,task_token_only,original,L3,14.333333333333334,0-30s,0.8,0.09654277271465,True
DROID,1325,Put the fork in the drawer,dual_llm,llm_dual,L3,14.333333333333334,0-30s,0.8,0.12354076048177122,True
DROID,1325,Put the fork in the drawer,val_llm,llm_val,L3,14.333333333333334,0-30s,0.4,0.09667083860213026,False
DROID,1331,Move the red basket to the left.,task_token_only,original,L2,10.066666666666666,0-30s,0.4,0.21289971861601287,False
DROID,1331,Move the red basket to the left.,dual_llm,llm_dual,L2,10.066666666666666,0-30s,0.4,0.08567207171124093,False
DROID,1331,Move the red basket to the left.,val_llm,llm_val,L2,10.066666666666666,0-30s,0.4,0.23932402456572968,False
DROID,1346,Remove the marker from the green bowl and put it in the table,task_token_only,original,L3,9.933333333333334,0-30s,0.4,0.054524753502503236,False
DROID,1346,Remove the marker from the green bowl and put it in the table,dual_llm,llm_dual,L3,9.933333333333334,0-30s,0.7,0.04419285743226655,True
DROID,1346,Remove the marker from the green bowl and put it in the table,val_llm,llm_val,L3,9.933333333333334,0-30s,0.4,0.03087521812126932,False
DROID,1349,Move the objects on the score counter to the right,task_token_only,original,L2,10.266666666666667,0-30s,0.0,0.11580895358175429,False
DROID,1349,Move the objects on the score counter to the right,dual_llm,llm_dual,L2,10.266666666666667,0-30s,0.3,0.09841587059234824,False
DROID,1349,Move the objects on the score counter to the right,val_llm,llm_val,L2,10.266666666666667,0-30s,0.3,0.13201526096891195,False
DROID,1386,Close the bottom drawer of the cabinet to the right.,task_token_only,original,L2,4.4,0-30s,0.4,0.12450329470757084,False
DROID,1386,Close the bottom drawer of the cabinet to the right.,dual_llm,llm_dual,L2,4.4,0-30s,0.3,0.15790563116520384,False
DROID,1386,Close the bottom drawer of the cabinet to the right.,val_llm,llm_val,L2,4.4,0-30s,0.3,0.11815667427446186,False
DROID,1390,Close the open drawer,task_token_only,original,L2,3.2,0-30s,0.4,0.20511881525008868,False
DROID,1390,Close the open drawer,dual_llm,llm_dual,L2,3.2,0-30s,0.3,0.1824484534220797,False
DROID,1390,Close the open drawer,val_llm,llm_val,L2,3.2,0-30s,0.4,0.18849473143926268,False
DROID,1394,Press a button the keyboard,task_token_only,original,L2,6.0,0-30s,0.7,0.12255581957588679,True
DROID,1394,Press a button the keyboard,dual_llm,llm_dual,L2,6.0,0-30s,0.4,0.12708393580539765,False
DROID,1394,Press a button the keyboard,val_llm,llm_val,L2,6.0,0-30s,0.4,0.10015667074195539,False
DROID,1401,Put the fork on the mat on the table,task_token_only,original,L3,11.533333333333333,0-30s,0.7,0.06593738819198385,True
DROID,1401,Put the fork on the mat on the table,dual_llm,llm_dual,L3,11.533333333333333,0-30s,0.4,0.08459907272962928,False
DROID,1401,Put the fork on the mat on the table,val_llm,llm_val,L3,11.533333333333333,0-30s,0.4,0.07558275259949788,False
DROID,1413,Move the yellow mug backwards,task_token_only,original,L2,10.533333333333333,0-30s,0.4,0.07415665432792036,False
DROID,1413,Move the yellow mug backwards,dual_llm,llm_dual,L2,10.533333333333333,0-30s,0.3,0.06799163352179655,False
DROID,1413,Move the yellow mug backwards,val_llm,llm_val,L2,10.533333333333333,0-30s,0.4,0.10010023285631718,False
DROID,1434,Move the green cup to the right,task_token_only,original,L3,24.066666666666666,0-30s,0.6,0.09067047307415603,True
DROID,1434,Move the green cup to the right,dual_llm,llm_dual,L3,24.066666666666666,0-30s,0.6,0.10432850614324801,True
DROID,1434,Move the green cup to the right,val_llm,llm_val,L3,24.066666666666666,0-30s,0.4,0.10708484251232953,False
DROID,1440,Move the uncovered cup to the left,task_token_only,original,L3,14.066666666666666,0-30s,0.4,0.1148306379489994,False
DROID,1440,Move the uncovered cup to the left,dual_llm,llm_dual,L3,14.066666666666666,0-30s,0.4,0.10665283525046176,False
DROID,1440,Move the uncovered cup to the left,val_llm,llm_val,L3,14.066666666666666,0-30s,0.4,0.0808076740141921,False
DROID,1464,Put the red marker on the table.,task_token_only,original,L3,12.933333333333334,0-30s,0.4,0.10548927311020538,False
DROID,1464,Put the red marker on the table.,dual_llm,llm_dual,L3,12.933333333333334,0-30s,0.7,0.16617223626534025,True
DROID,1464,Put the red marker on the table.,val_llm,llm_val,L3,12.933333333333334,0-30s,0.7,0.15240801234227863,True
DROID,1477,Pick the marker from the table and put it in the cup,task_token_only,original,L3,9.666666666666666,0-30s,0.0,0.09033144615073922,False
DROID,1477,Pick the marker from the table and put it in the cup,dual_llm,llm_dual,L3,9.666666666666666,0-30s,0.9,0.09263408293939414,True
DROID,1477,Pick the marker from the table and put it in the cup,val_llm,llm_val,L3,9.666666666666666,0-30s,0.7,0.0925584762224604,True
DROID,1488,Open the red drawer,task_token_only,original,L3,13.333333333333334,0-30s,0.4,0.1139470660280149,False
DROID,1488,Open the red drawer,dual_llm,llm_dual,L3,13.333333333333334,0-30s,0.4,0.12260070583551386,False
DROID,1488,Open the red drawer,val_llm,llm_val,L3,13.333333333333334,0-30s,0.7,0.1451141755320138,True
DROID,1512,Move the pink block from the tray to the table,task_token_only,original,L3,13.133333333333333,0-30s,0.4,0.09892073083505075,False
DROID,1512,Move the pink block from the tray to the table,dual_llm,llm_dual,L3,13.133333333333333,0-30s,0.4,0.06022362910089818,False
DROID,1512,Move the pink block from the tray to the table,val_llm,llm_val,L3,13.133333333333333,0-30s,0.7,0.08571572474603938,True
DROID,1514,Put the car key on the square plate,task_token_only,original,L3,12.0,0-30s,0.4,0.07378527109443374,False
DROID,1514,Put the car key on the square plate,dual_llm,llm_dual,L3,12.0,0-30s,0.4,0.08146046409840185,False
DROID,1514,Put the car key on the square plate,val_llm,llm_val,L3,12.0,0-30s,0.4,0.07529716107624791,False
DROID,1517,Move the cup forward,task_token_only,original,L3,12.066666666666666,0-30s,0.7,0.11553667161170662,True
DROID,1517,Move the cup forward,dual_llm,llm_dual,L3,12.066666666666666,0-30s,0.7,0.0981750551867193,True
DROID,1517,Move the cup forward,val_llm,llm_val,L3,12.066666666666666,0-30s,0.7,0.11232786243834876,True
DROID,1526,Move the objects from the orange bowl into the silver bowl,task_token_only,original,L3,24.0,0-30s,0.4,0.10949471283511562,False
DROID,1526,Move the objects from the orange bowl into the silver bowl,dual_llm,llm_dual,L3,24.0,0-30s,0.4,0.1459217812814075,False
DROID,1526,Move the objects from the orange bowl into the silver bowl,val_llm,llm_val,L3,24.0,0-30s,0.4,0.11330956414548633,False
DROID,1538,Move the brown object on the rack forward,task_token_only,original,L2,5.133333333333334,0-30s,0.4,0.07896972148935538,False
DROID,1538,Move the brown object on the rack forward,dual_llm,llm_dual,L2,5.133333333333334,0-30s,0.4,0.09878267150407898,False
DROID,1538,Move the brown object on the rack forward,val_llm,llm_val,L2,5.133333333333334,0-30s,0.4,0.09134148818220443,False
DROID,1542,"Open the oven door, then remove the blue bowl from the oven and close the oven",task_token_only,original,L3,26.933333333333334,0-30s,0.7,0.17517432616863005,True
DROID,1542,"Open the oven door, then remove the blue bowl from the oven and close the oven",dual_llm,llm_dual,L3,26.933333333333334,0-30s,0.4,0.15237981235963902,False
DROID,1542,"Open the oven door, then remove the blue bowl from the oven and close the oven",val_llm,llm_val,L3,26.933333333333334,0-30s,0.4,0.14521038779998538,False
DROID,1548,Put the marker into the cup.,task_token_only,original,L3,20.666666666666668,0-30s,0.3,0.06289668839527457,False
DROID,1548,Put the marker into the cup.,dual_llm,llm_dual,L3,20.666666666666668,0-30s,0.7,0.11097076696898049,True
DROID,1548,Put the marker into the cup.,val_llm,llm_val,L3,20.666666666666668,0-30s,0.4,0.08695463137006709,False
DROID,1550,Put the pink plate on the blue bowl,task_token_only,original,L3,22.2,0-30s,0.4,0.07262753103103597,False
DROID,1550,Put the pink plate on the blue bowl,dual_llm,llm_dual,L3,22.2,0-30s,0.7,0.09519429252282137,True
DROID,1550,Put the pink plate on the blue bowl,val_llm,llm_val,L3,22.2,0-30s,0.7,0.06490042627196886,True
DROID,1557,Pick up the blue block from the green bowl and put it on the blue block on the table,task_token_only,original,L3,11.133333333333333,0-30s,0.4,0.151113849507595,False
DROID,1557,Pick up the blue block from the green bowl and put it on the blue block on the table,dual_llm,llm_dual,L3,11.133333333333333,0-30s,0.4,0.1477968539372814,False
DROID,1557,Pick up the blue block from the green bowl and put it on the blue block on the table,val_llm,llm_val,L3,11.133333333333333,0-30s,0.2,0.11463981163862706,False
DROID,1560,Put the candy bar in the bowl,task_token_only,original,L3,13.733333333333333,0-30s,0.7,0.14279311047807697,True
DROID,1560,Put the candy bar in the bowl,dual_llm,llm_dual,L3,13.733333333333333,0-30s,0.4,0.12287763762908192,False
DROID,1560,Put the candy bar in the bowl,val_llm,llm_val,L3,13.733333333333333,0-30s,0.3,0.10483274584321522,False
DROID,1566,Press a button on the left washing machine,task_token_only,original,L2,8.866666666666667,0-30s,0.4,0.16141266829450107,False
DROID,1566,Press a button on the left washing machine,dual_llm,llm_dual,L2,8.866666666666667,0-30s,0.3,0.12594561268791063,False
DROID,1566,Press a button on the left washing machine,val_llm,llm_val,L2,8.866666666666667,0-30s,0.4,0.15785796241952688,False
DROID,1572,Remove the pen from the mug cup and place it on the table,task_token_only,original,L3,13.066666666666666,0-30s,0.9,0.11476383998455603,True
DROID,1572,Remove the pen from the mug cup and place it on the table,dual_llm,llm_dual,L3,13.066666666666666,0-30s,0.7,0.09260972254250659,True
DROID,1572,Remove the pen from the mug cup and place it on the table,val_llm,llm_val,L3,13.066666666666666,0-30s,0.7,0.09637965722942161,True
DROID,1599,Put the grey mug inside the open upper cabinet.,task_token_only,original,L3,23.866666666666667,0-30s,0.4,0.17053111297877258,False
DROID,1599,Put the grey mug inside the open upper cabinet.,dual_llm,llm_dual,L3,23.866666666666667,0-30s,0.4,0.19806750690090244,False
DROID,1599,Put the grey mug inside the open upper cabinet.,val_llm,llm_val,L3,23.866666666666667,0-30s,0.4,0.16742912625284231,False
DROID,1603,Remove the yellow toy from the green bowl and put it on the table,task_token_only,original,L3,9.4,0-30s,0.4,0.07461847985371868,False
DROID,1603,Remove the yellow toy from the green bowl and put it on the table,dual_llm,llm_dual,L3,9.4,0-30s,0.4,0.07619111394725588,False
DROID,1603,Remove the yellow toy from the green bowl and put it on the table,val_llm,llm_val,L3,9.4,0-30s,0.4,0.07619111394725588,False
DROID,1618,Put the sharpie in the mug,task_token_only,original,L2,10.8,0-30s,0.4,0.16828205986188227,False
DROID,1618,Put the sharpie in the mug,dual_llm,llm_dual,L2,10.8,0-30s,0.3,0.18240275912175682,False
DROID,1618,Put the sharpie in the mug,val_llm,llm_val,L2,10.8,0-30s,0.0,0.1279996966438954,False
DROID,1627,Move the orange cup from the drying rack,task_token_only,original,L2,7.466666666666667,0-30s,0.4,0.14368585630285136,False
DROID,1627,Move the orange cup from the drying rack,dual_llm,llm_dual,L2,7.466666666666667,0-30s,0.4,0.08750129262718265,False
DROID,1627,Move the orange cup from the drying rack,val_llm,llm_val,L2,7.466666666666667,0-30s,0.7,0.11237541212753628,True
DROID,1630,Move the clear object to the bottom-right corner of the table,task_token_only,original,L2,8.8,0-30s,0.3,0.14272415589369108,False
DROID,1630,Move the clear object to the bottom-right corner of the table,dual_llm,llm_dual,L2,8.8,0-30s,0.4,0.12207265368715714,False
DROID,1630,Move the clear object to the bottom-right corner of the table,val_llm,llm_val,L2,8.8,0-30s,0.4,0.1253585663073802,False
DROID,1636,Remove one silver fork from the right side of the open drawer and put it on the counter.,task_token_only,original,L3,18.6,0-30s,0.4,0.11999180720380447,False
DROID,1636,Remove one silver fork from the right side of the open drawer and put it on the counter.,dual_llm,llm_dual,L3,18.6,0-30s,0.3,0.12484930739796034,False
DROID,1636,Remove one silver fork from the right side of the open drawer and put it on the counter.,val_llm,llm_val,L3,18.6,0-30s,0.4,0.08267376800580571,False
DROID,1641,Remove the red block from the pot and put it on top of the cupboard,task_token_only,original,L3,16.466666666666665,0-30s,0.4,0.05741363732641654,False
DROID,1641,Remove the red block from the pot and put it on top of the cupboard,dual_llm,llm_dual,L3,16.466666666666665,0-30s,0.3,0.05848052497224878,False
DROID,1641,Remove the red block from the pot and put it on top of the cupboard,val_llm,llm_val,L3,16.466666666666665,0-30s,0.4,0.047818671614290646,True
DROID,1648,Put the yellow spiky toy in the green bowl,task_token_only,original,L3,12.066666666666666,0-30s,0.4,0.12265025742060409,False
DROID,1648,Put the yellow spiky toy in the green bowl,dual_llm,llm_dual,L3,12.066666666666666,0-30s,0.0,0.09792049987136425,False
DROID,1648,Put the yellow spiky toy in the green bowl,val_llm,llm_val,L3,12.066666666666666,0-30s,0.7,0.12072248497771206,True
DROID,1659,Press the orange button,task_token_only,original,L3,20.733333333333334,0-30s,0.9,0.09395342968053937,True
DROID,1659,Press the orange button,dual_llm,llm_dual,L3,20.733333333333334,0-30s,0.9,0.12094909514507568,True
DROID,1659,Press the orange button,val_llm,llm_val,L3,20.733333333333334,0-30s,1.0,0.10369979019814306,True
DROID,1672,Transfer the bottle from the bowl to the mug,task_token_only,original,L3,12.066666666666666,0-30s,0.4,0.1388242048749183,False
DROID,1672,Transfer the bottle from the bowl to the mug,dual_llm,llm_dual,L3,12.066666666666666,0-30s,0.4,0.134806313590948,False
DROID,1672,Transfer the bottle from the bowl to the mug,val_llm,llm_val,L3,12.066666666666666,0-30s,0.4,0.16541718995168245,False
DROID,1687,Pick up the gray bowl and put it in the white crisper drawer that is in the sink,task_token_only,original,L3,9.6,0-30s,0.0,0.1394589551672978,False
DROID,1687,Pick up the gray bowl and put it in the white crisper drawer that is in the sink,dual_llm,llm_dual,L3,9.6,0-30s,0.0,0.13991073098381163,False
DROID,1687,Pick up the gray bowl and put it in the white crisper drawer that is in the sink,val_llm,llm_val,L3,9.6,0-30s,0.4,0.08667967378973802,False
DROID,1700,Move the grey bear forwards,task_token_only,original,L2,6.8,0-30s,0.4,0.20408207014372107,False
DROID,1700,Move the grey bear forwards,dual_llm,llm_dual,L2,6.8,0-30s,0.7,0.1493157983401255,True
DROID,1710,Move the blue block to the left,task_token_only,original,L2,5.933333333333334,0-30s,0.7,0.10551327383903801,True
DROID,1710,Move the blue block to the left,dual_llm,llm_dual,L2,5.933333333333334,0-30s,0.7,0.09012446343574505,True
DROID,1710,Move the blue block to the left,val_llm,llm_val,L2,5.933333333333334,0-30s,0.7,0.09248940143592908,True
DROID,1746,Pick the bottle on the table and put it in the mug,task_token_only,original,L3,7.466666666666667,0-30s,0.8,0.0904441852699693,True
DROID,1746,Pick the bottle on the table and put it in the mug,dual_llm,llm_dual,L3,7.466666666666667,0-30s,0.7,0.1271330682518217,True
DROID,1746,Pick the bottle on the table and put it in the mug,val_llm,llm_val,L3,7.466666666666667,0-30s,0.8,0.12218108701407025,True
DROID,1751,Take the marker from the cup and put it on the table,task_token_only,original,L3,15.4,0-30s,0.9,0.14397224180242793,True
DROID,1751,Take the marker from the cup and put it on the table,dual_llm,llm_dual,L3,15.4,0-30s,0.0,0.09547587718210819,False
DROID,1751,Take the marker from the cup and put it on the table,val_llm,llm_val,L3,15.4,0-30s,0.0,0.09547587718210819,False
DROID,1752,Move the brown fruit from the green bowl to the wooden tray,task_token_only,original,L3,16.133333333333333,0-30s,0.7,0.051764664600834155,True
DROID,1752,Move the brown fruit from the green bowl to the wooden tray,dual_llm,llm_dual,L3,16.133333333333333,0-30s,0.4,0.06418569722429174,False
DROID,1752,Move the brown fruit from the green bowl to the wooden tray,val_llm,llm_val,L3,16.133333333333333,0-30s,0.7,0.06363575563455116,True
DROID,1763,Move the tin can to the left,task_token_only,original,L2,4.066666666666666,0-30s,0.4,0.09504817624253918,False
DROID,1763,Move the tin can to the left,dual_llm,llm_dual,L2,4.066666666666666,0-30s,0.4,0.11728659115596962,False
DROID,1763,Move the tin can to the left,val_llm,llm_val,L2,4.066666666666666,0-30s,0.4,0.1339839227311245,False
DROID,1764,Put the straw inside the mug,task_token_only,original,L3,14.133333333333333,0-30s,0.4,0.19015670258265524,False
DROID,1764,Put the straw inside the mug,dual_llm,llm_dual,L3,14.133333333333333,0-30s,0.3,0.2673484362084167,False
DROID,1764,Put the straw inside the mug,val_llm,llm_val,L3,14.133333333333333,0-30s,0.3,0.1434037756996924,False
DROID,1766,Take the marker from the brown cup and put it on the table,task_token_only,original,L2,7.8,0-30s,0.7,0.11375267558168185,True
DROID,1766,Take the marker from the brown cup and put it on the table,dual_llm,llm_dual,L2,7.8,0-30s,0.7,0.12576906539087523,True
DROID,1766,Take the marker from the brown cup and put it on the table,val_llm,llm_val,L2,7.8,0-30s,0.7,0.12576906539087523,True
DROID,1772,Press a button on the washing machine on the right.,task_token_only,original,L2,7.066666666666666,0-30s,0.3,0.1465481398780967,False
DROID,1772,Press a button on the washing machine on the right.,dual_llm,llm_dual,L2,7.066666666666666,0-30s,0.3,0.12111610662308807,False
DROID,1772,Press a button on the washing machine on the right.,val_llm,llm_val,L2,7.066666666666666,0-30s,0.4,0.11037716152686468,False
DROID,1774,Press the button on the right of the top of the oven,task_token_only,original,L3,15.466666666666667,0-30s,0.4,0.07646978132237238,False
DROID,1774,Press the button on the right of the top of the oven,dual_llm,llm_dual,L3,15.466666666666667,0-30s,0.4,0.09486299389047499,False
DROID,1774,Press the button on the right of the top of the oven,val_llm,llm_val,L3,15.466666666666667,0-30s,0.4,0.08682446414072438,False
DROID,1797,Put the cup in front of the blue plate,task_token_only,original,L3,19.6,0-30s,0.4,0.10847721577450053,False
DROID,1797,Put the cup in front of the blue plate,dual_llm,llm_dual,L3,19.6,0-30s,0.4,0.09337901662654291,False
DROID,1797,Put the cup in front of the blue plate,val_llm,llm_val,L3,19.6,0-30s,0.4,0.13175430387857287,False
DROID,1805,Put the cups upright,task_token_only,original,L3,12.666666666666666,0-30s,0.8,0.20069997578151222,True
DROID,1805,Put the cups upright,dual_llm,llm_dual,L3,12.666666666666666,0-30s,0.4,0.09612199918631266,False
DROID,1805,Put the cups upright,val_llm,llm_val,L3,12.666666666666666,0-30s,0.4,0.1077684939274703,False
DROID,1817,Put the small purple bowl into the yellow bowl,task_token_only,original,L2,10.533333333333333,0-30s,0.4,0.12843276016934424,False
DROID,1817,Put the small purple bowl into the yellow bowl,dual_llm,llm_dual,L2,10.533333333333333,0-30s,0.4,0.11322370787514624,False
DROID,1817,Put the small purple bowl into the yellow bowl,val_llm,llm_val,L2,10.533333333333333,0-30s,0.4,0.11334861601519819,False
DROID,1824,Move the small green bowl backwards,task_token_only,original,L3,14.6,0-30s,0.4,0.12153607891058027,False
DROID,1824,Move the small green bowl backwards,dual_llm,llm_dual,L3,14.6,0-30s,0.4,0.10887350937214459,False
DROID,1824,Move the small green bowl backwards,val_llm,llm_val,L3,14.6,0-30s,0.4,0.1063655257753315,False
DROID,1835,Put the object near the cardboard box in the colourless bowl,task_token_only,original,L2,6.333333333333333,0-30s,0.4,0.0704948894578229,False
DROID,1835,Put the object near the cardboard box in the colourless bowl,dual_llm,llm_dual,L2,6.333333333333333,0-30s,0.4,0.06848082828209241,False
DROID,1835,Put the object near the cardboard box in the colourless bowl,val_llm,llm_val,L2,6.333333333333333,0-30s,0.4,0.08818556079638289,False
DROID,1858,Remove the purple ball from the bowl and put it on the table,task_token_only,original,L3,12.266666666666667,0-30s,0.4,0.09206740847871177,False
DROID,1858,Remove the purple ball from the bowl and put it on the table,dual_llm,llm_dual,L3,12.266666666666667,0-30s,0.4,0.07880696854577358,False
DROID,1858,Remove the purple ball from the bowl and put it on the table,val_llm,llm_val,L3,12.266666666666667,0-30s,0.4,0.07880696854577358,False
DROID,1872,Press the button on the top of the coffee maker,task_token_only,original,L3,11.8,0-30s,0.4,0.05368135727571425,False
DROID,1872,Press the button on the top of the coffee maker,dual_llm,llm_dual,L3,11.8,0-30s,0.7,0.054869033373960575,True
DROID,1872,Press the button on the top of the coffee maker,val_llm,llm_val,L3,11.8,0-30s,0.4,0.05425109826308946,False
DROID,1877,Move the marker away from you,task_token_only,original,L2,7.933333333333334,0-30s,0.4,0.17020328994375586,False
DROID,1877,Move the marker away from you,dual_llm,llm_dual,L2,7.933333333333334,0-30s,0.4,0.13569407758636973,False
DROID,1877,Move the marker away from you,val_llm,llm_val,L2,7.933333333333334,0-30s,0.4,0.1379463465206279,False
DROID,1886,Close the top drawer of the right cabinet,task_token_only,original,L2,3.2,0-30s,0.4,0.15240340935175006,False
DROID,1886,Close the top drawer of the right cabinet,dual_llm,llm_dual,L2,3.2,0-30s,0.3,0.12528421645623708,False
DROID,1886,Close the top drawer of the right cabinet,val_llm,llm_val,L2,3.2,0-30s,0.0,0.12419656653600714,False
DROID,1888,Pick up the pen from the table and put it in the grey bowl.,task_token_only,original,L3,10.0,0-30s,0.4,0.10635673907860506,False
DROID,1888,Pick up the pen from the table and put it in the grey bowl.,dual_llm,llm_dual,L3,10.0,0-30s,1.0,0.08353572075776057,True
DROID,1888,Pick up the pen from the table and put it in the grey bowl.,val_llm,llm_val,L3,10.0,0-30s,1.0,0.08325597463768201,True
DROID,1899,Put the grey building block on the table,task_token_only,original,L3,15.0,0-30s,0.4,0.07024988649409708,False
DROID,1899,Put the grey building block on the table,dual_llm,llm_dual,L3,15.0,0-30s,0.0,0.09810280866452026,False
DROID,1899,Put the grey building block on the table,val_llm,llm_val,L3,15.0,0-30s,0.0,0.10501110233559556,False
DROID,1917,Press the on/off button on the coffee machine.,task_token_only,original,L2,10.933333333333334,0-30s,0.3,0.14340293698237364,False
DROID,1917,Press the on/off button on the coffee machine.,dual_llm,llm_dual,L2,10.933333333333334,0-30s,0.0,0.17649965752561866,False
DROID,1917,Press the on/off button on the coffee machine.,val_llm,llm_val,L2,10.933333333333334,0-30s,0.4,0.1602525991281695,False
DROID,1919,Move the yellow sponge from the black bowl and place it on the open drawer,task_token_only,original,L3,9.266666666666667,0-30s,0.4,0.09701441065505834,False
DROID,1919,Move the yellow sponge from the black bowl and place it on the open drawer,dual_llm,llm_dual,L3,9.266666666666667,0-30s,0.7,0.09309738007595869,True
DROID,1919,Move the yellow sponge from the black bowl and place it on the open drawer,val_llm,llm_val,L3,9.266666666666667,0-30s,0.7,0.09582132762573765,True
DROID,1925,Move the sachets from the plate to the cup in the middle,task_token_only,original,L3,13.6,0-30s,0.4,0.1598461062386731,False
DROID,1925,Move the sachets from the plate to the cup in the middle,dual_llm,llm_dual,L3,13.6,0-30s,0.4,0.20951847043717398,False
DROID,1925,Move the sachets from the plate to the cup in the middle,val_llm,llm_val,L3,13.6,0-30s,0.4,0.23627030304406657,False
DROID,1928,Move the computer mouse to the left,task_token_only,original,L2,9.533333333333333,0-30s,0.6,0.21776090741039708,True
DROID,1928,Move the computer mouse to the left,dual_llm,llm_dual,L2,9.533333333333333,0-30s,0.8,0.1761056491254138,True
DROID,1928,Move the computer mouse to the left,val_llm,llm_val,L2,9.533333333333333,0-30s,0.4,0.18645345839156588,False
DROID,1938,Put the glue stick inside the mug cup,task_token_only,original,L2,5.733333333333333,0-30s,0.4,0.14629150250583314,False
DROID,1938,Put the glue stick inside the mug cup,dual_llm,llm_dual,L2,5.733333333333333,0-30s,0.4,0.21073977394082047,False
DROID,1938,Put the glue stick inside the mug cup,val_llm,llm_val,L2,5.733333333333333,0-30s,0.4,0.24078956226645887,False
DROID,1945,Put the candy bar in the bowl,task_token_only,original,L3,12.533333333333333,0-30s,0.4,0.1135205930578211,False
DROID,1945,Put the candy bar in the bowl,dual_llm,llm_dual,L3,12.533333333333333,0-30s,0.4,0.12960623394931073,False
DROID,1945,Put the candy bar in the bowl,val_llm,llm_val,L3,12.533333333333333,0-30s,0.4,0.10807482944132714,False
DROID,1950,Remove the marker out of the cup,task_token_only,original,L3,14.4,0-30s,0.7,0.11385431389404795,True
DROID,1950,Remove the marker out of the cup,dual_llm,llm_dual,L3,14.4,0-30s,0.4,0.09052143075008741,False
DROID,1950,Remove the marker out of the cup,val_llm,llm_val,L3,14.4,0-30s,0.4,0.08284496963021494,False
DROID,1964,Close the sliding lid on the travel mug,task_token_only,original,L2,6.8,0-30s,0.4,0.11082375511902787,False
DROID,1964,Close the sliding lid on the travel mug,dual_llm,llm_dual,L2,6.8,0-30s,0.4,0.1113673965482591,False
DROID,1964,Close the sliding lid on the travel mug,val_llm,llm_val,L2,6.8,0-30s,0.4,0.13757073714610338,False
DROID,1999,Move the first left bowl to the right,task_token_only,original,L2,10.4,0-30s,0.4,0.1868060845671529,False
DROID,1999,Move the first left bowl to the right,dual_llm,llm_dual,L2,10.4,0-30s,0.0,0.1363288088975145,False
DROID,1999,Move the first left bowl to the right,val_llm,llm_val,L2,10.4,0-30s,0.0,0.173772240895286,False
DROID,1888,Pick up the pen from the table and put it in the grey bowl.,task_token_only,original,L3,10.0,0-30s,0.7,0.10635673907860506,True
DROID,1888,Pick up the pen from the table and put it in the grey bowl.,dual_llm,llm_dual,L3,10.0,0-30s,1.0,0.08353572075776057,True
DROID,1888,Pick up the pen from the table and put it in the grey bowl.,val_llm,llm_val,L3,10.0,0-30s,1.0,0.08325597463768201,True
DROID,1432,Pick the marker and put it in the bowl,task_token_only,original,L3,11.4,0-30s,0.4,0.06108988421102152,False
DROID,1432,Pick the marker and put it in the bowl,dual_llm,llm_dual,L3,11.4,0-30s,0.9,0.06573799468090492,True
DROID,1432,Pick the marker and put it in the bowl,val_llm,llm_val,L3,11.4,0-30s,0.9,0.05981346866040072,True
DROID,1659,Press the orange button,task_token_only,original,L3,20.733333333333334,0-30s,0.9,0.09395342968053937,True
DROID,1659,Press the orange button,dual_llm,llm_dual,L3,20.733333333333334,0-30s,0.9,0.10204480754066662,True
DROID,1659,Press the orange button,val_llm,llm_val,L3,20.733333333333334,0-30s,0.9,0.10369979019814306,True
DROID,1751,Take the marker from the cup and put it on the table,task_token_only,original,L3,15.4,0-30s,0.9,0.14397224180242793,True
DROID,1751,Take the marker from the cup and put it on the table,dual_llm,llm_dual,L3,15.4,0-30s,0.0,0.09547587718210819,False
DROID,1751,Take the marker from the cup and put it on the table,val_llm,llm_val,L3,15.4,0-30s,0.0,0.09547587718210819,False
DROID,1610,Pick up the orange cup and put it in the black bowl,task_token_only,original,L3,6.866666666666666,0-30s,0.8,0.10623706048419124,True
DROID,1610,Pick up the orange cup and put it in the black bowl,dual_llm,llm_dual,L3,6.866666666666666,0-30s,0.9,0.08517785465871397,True
DROID,1610,Pick up the orange cup and put it in the black bowl,val_llm,llm_val,L3,6.866666666666666,0-30s,0.8,0.10940338105272367,True
DROID,1310,Put the cubes in the black bowl,task_token_only,original,L3,16.733333333333334,0-30s,0.7,0.2501469637739795,True
DROID,1310,Put the cubes in the black bowl,dual_llm,llm_dual,L3,16.733333333333334,0-30s,0.9,0.2576730342096085,True
DROID,1310,Put the cubes in the black bowl,val_llm,llm_val,L3,16.733333333333334,0-30s,0.7,0.17082165679389047,True
DROID,1405,Pick up the green marker from the gray pen holder in the open drawer and put it on the table,task_token_only,original,L3,16.333333333333332,0-30s,0.8,0.13921278316551197,True
DROID,1405,Pick up the green marker from the gray pen holder in the open drawer and put it on the table,dual_llm,llm_dual,L3,16.333333333333332,0-30s,0.7,0.1559623249002036,True
