dataset,episode_id,task,mode,mode_label,level,duration_sec,duration_bucket_abs,task_progress,mean_l2,task_success
DROID,1899,Put the grey building block on the table,task_token_only,original,L3,15.0,0-30s,0.4,0.07024988649409708,False
DROID,1917,Press the on/off button on the coffee machine.,task_token_only,original,L2,10.933333333333334,0-30s,0.3,0.14340293698237364,False
DROID,1919,Move the yellow sponge from the black bowl and place it on the open drawer,task_token_only,original,L3,9.266666666666667,0-30s,0.4,0.09701441065505834,False
DROID,1925,Move the sachets from the plate to the cup in the middle,task_token_only,original,L3,13.6,0-30s,0.4,0.1598461062386731,False
DROID,1928,Move the computer mouse to the left,task_token_only,original,L2,9.533333333333333,0-30s,0.6,0.21776090741039708,True
DROID,1938,Put the glue stick inside the mug cup,task_token_only,original,L2,5.733333333333333,0-30s,0.4,0.14629150250583314,False
DROID,1945,Put the candy bar in the bowl,task_token_only,original,L3,12.533333333333333,0-30s,0.4,0.1135205930578211,False
DROID,1950,Remove the marker out of the cup,task_token_only,original,L3,14.4,0-30s,0.7,0.11385431389404795,True
DROID,1964,Close the sliding lid on the travel mug,task_token_only,original,L2,6.8,0-30s,0.4,0.11082375511902787,False
DROID,1999,Move the first left bowl to the right,task_token_only,original,L2,10.4,0-30s,0.4,0.1868060845671529,False
DROID,1888,Pick up the pen from the table and put it in the grey bowl.,task_token_only,original,L3,10.0,0-30s,0.7,0.10635673907860506,True
DROID,1432,Pick the marker and put it in the bowl,task_token_only,original,L3,11.4,0-30s,0.4,0.06108988421102152,False
DROID,1659,Press the orange button,task_token_only,original,L3,20.733333333333334,0-30s,0.9,0.09395342968053937,True
DROID,1751,Take the marker from the cup and put it on the table,task_token_only,original,L3,15.4,0-30s,0.9,0.14397224180242793,True
DROID,1610,Pick up the orange cup and put it in the black bowl,task_token_only,original,L3,6.866666666666666,0-30s,0.8,0.10623706048419124,True
DROID,1310,Put the cubes in the black bowl,task_token_only,original,L3,16.733333333333334,0-30s,0.7,0.2501469637739795,True
DROID,1405,Pick up the green marker from the gray pen holder in the open drawer and put it on the table,task_token_only,original,L3,16.333333333333332,0-30s,0.8,0.13921278316551197,True
DROID,1412,Pick the marker and put it in the cup,task_token_only,original,L3,16.733333333333334,0-30s,0.8,0.10737759446727298,True
DROID,1517,Move the cup forward,task_token_only,original,L3,12.066666666666666,0-30s,0.7,0.11553667161170662,True
DROID,1187,Put the marker in the white bowl,task_token_only,original,L3,12.333333333333334,0-30s,0.7,0.04694110930026213,True
DROID,1015,Put the marker inside the cup,task_token_only,original,L3,12.533333333333333,0-30s,0.7,0.18851490845912125,True
DROID,1550,Put the pink plate on the blue bowl,task_token_only,original,L3,22.2,0-30s,0.4,0.07262753103103597,False
DROID,1572,Remove the pen from the mug cup and place it on the table,task_token_only,original,L3,13.066666666666666,0-30s,0.9,0.11476383998455603,True
DROID,1117,Put the marker on the table,task_token_only,original,L3,25.6,0-30s,0.6,0.1471389884016349,True
DROID,1325,Put the fork in the drawer,task_token_only,original,L3,14.333333333333334,0-30s,0.7,0.09654277271465,True
DROID,1746,Pick the bottle on the table and put it in the mug,task_token_only,original,L3,7.466666666666667,0-30s,0.8,0.0904441852699693,True
DROID,1138,Pick up the pen from the red cup and put it on the table.,task_token_only,original,L3,8.533333333333333,0-30s,0.7,0.11548542697364476,True
DROID,1464,Put the red marker on the table.,task_token_only,original,L3,12.933333333333334,0-30s,0.4,0.10548927311020538,False
DROID,1274,Open the top right drawer,task_token_only,original,L3,22.866666666666667,0-30s,0.8,0.14119000501981277,True
DROID,1324,Pick the marker and put it in the cup,task_token_only,original,L3,17.266666666666666,0-30s,0.4,0.1170902403377192,False
DROID,1842,Put the white mug on the plate dryer,task_token_only,original,L3,19.6,0-30s,0.4,0.16020685255472772,False
DROID,1477,Pick the marker from the table and put it in the cup,task_token_only,original,L3,9.666666666666666,0-30s,0.0,0.09033144615073922,False
DROID,1919,Move the yellow sponge from the black bowl and place it on the open drawer,task_token_only,original,L3,9.266666666666667,0-30s,0.4,0.09701441065505834,False
DROID,1176,Put the red cup on the red plate,task_token_only,original,L3,11.333333333333334,0-30s,0.7,0.09004576261236563,True
DROID,1545,Press the letter W on the keyboard,task_token_only,original,L3,12.466666666666667,0-30s,0.7,0.08476237116539458,True
DROID,1601,Remove the orange object from the bowl and put it on the table,task_token_only,original,L3,6.733333333333333,0-30s,0.7,0.07032657073841468,True
DROID,1759,Remove the blue cup from the pink cup and put it on the table,task_token_only,original,L3,9.2,0-30s,0.7,0.05581044455960995,True
DROID,1251,Pick the fruit in the bowl on the windowsill and put it on the plate on the drawer,task_token_only,original,L3,14.666666666666666,0-30s,1.0,0.15759098160769172,True
DROID,1524,Put the red can in the plastic bowl,task_token_only,original,L3,11.6,0-30s,0.8,0.10304572587359613,True
DROID,1376,Put the blue marker from the clear container on the right into the black mug.,task_token_only,original,L3,11.533333333333333,0-30s,0.7,0.07795725927802039,True
DROID,1779,Pick up the orange object tool and put it in the bowl,task_token_only,original,L3,5.6,0-30s,0.8,0.09045859498980942,True
DROID,1213,Put the marker in the mug,task_token_only,original,L3,18.4,0-30s,0.8,0.11037756748204941,True
DROID,1185,Remove the marker from the mug.,task_token_only,original,L3,15.466666666666667,0-30s,0.9,0.050553875711809526,True
DROID,1479,Put the white coffee cup on the white coaster,task_token_only,original,L3,19.6,0-30s,0.8,0.2523532993875889,True
DROID,1353,Pick up the blue block from the lime green block and put it in the green bowl,task_token_only,original,L3,8.933333333333334,0-30s,0.8,0.07318917868082528,True
DROID,1563,Pick up the pen from the table and put it in the cup.,task_token_only,original,L3,20.2,0-30s,0.4,0.20715374839351441,False
DROID,1633,Put the marker in the cup,task_token_only,original,L3,12.466666666666667,0-30s,0.9,0.12138123007903472,True
DROID,1838,Put the purple fruit into the bowl,task_token_only,original,L3,16.533333333333335,0-30s,0.4,0.1015048639228258,False
DROID,1555,Remove the glue stick from the bowl and place it on the table,task_token_only,original,L3,6.666666666666667,0-30s,0.4,0.10595964705827561,False
DROID,1285,Pick up the silver spoon from the table and put it in the mug cup,task_token_only,original,L3,17.866666666666667,0-30s,0.7,0.17866271639383932,True
DROID,1142,Put the plate on top of the bowl,task_token_only,original,L3,11.866666666666667,0-30s,0.7,0.11909917178394747,True
DROID,1134,Open the top drawer.,task_token_only,original,L3,11.666666666666666,0-30s,0.7,0.22059068199782872,True
DROID,1212,Move the coffee maker slightly to the left,task_token_only,original,L3,11.533333333333333,0-30s,0.4,0.12345200574256987,False
DROID,1082,Remove the pen from the mug and put it on the table,task_token_only,original,L3,8.0,0-30s,0.7,0.0893349987771375,True
DROID,1732,Put the blue pen inside the clear cup,task_token_only,original,L3,12.333333333333334,0-30s,0.4,0.07570039136863263,False
DROID,1433,Pick up the white objects from the table and put them in the open drawer and close it,task_token_only,original,L3,22.066666666666666,0-30s,0.4,0.13100435390472695,False
DROID,1040,Remove the hanger from the bar.,task_token_only,original,L3,11.666666666666666,0-30s,0.4,0.20926240408165056,False
DROID,1851,Move the bowl to the right,task_token_only,original,L3,18.466666666666665,0-30s,0.4,0.14497879732734945,False
DROID,1013,Put the right yellow toy in the bowl,task_token_only,original,L3,11.466666666666667,0-30s,0.0,0.10412812111122483,False
DROID,1613,Close the door.,task_token_only,original,L3,11.733333333333333,0-30s,0.8,0.2478911959049359,True
DROID,1631,Remove the pen from the white cup and put it on the table,task_token_only,original,L3,15.333333333333334,0-30s,0.0,0.15296534010170693,False
DROID,1393,Move the red bowl in the upper cabinet forwards.,task_token_only,original,L3,15.066666666666666,0-30s,0.9,0.1692513417872934,True
DROID,1160,Open the drawer on the far right,task_token_only,original,L3,16.533333333333335,0-30s,0.4,0.17284381768793378,False
DROID,1672,Transfer the bottle from the bowl to the mug,task_token_only,original,L3,12.066666666666666,0-30s,0.4,0.1388242048749183,False
DROID,1752,Move the brown fruit from the green bowl to the wooden tray,task_token_only,original,L3,16.133333333333333,0-30s,0.4,0.051764664600834155,False
DROID,1434,Move the green cup to the right,task_token_only,original,L3,24.066666666666666,0-30s,0.6,0.09067047307415603,True
DROID,1641,Remove the red block from the pot and put it on top of the cupboard,task_token_only,original,L3,16.466666666666665,0-30s,0.4,0.05741363732641654,False
DROID,1041,Put the blue cup on the sink,task_token_only,original,L3,13.866666666666667,0-30s,0.7,0.0852906787386735,True
DROID,1147,Put the top pillow toy block on top of the stacked toy blocks,task_token_only,original,L3,23.8,0-30s,0.4,0.062891135709242,False
DROID,1514,Put the car key on the square plate,task_token_only,original,L3,12.0,0-30s,0.4,0.07378527109443374,False
DROID,1899,Put the grey building block on the table,task_token_only,original,L3,15.0,0-30s,0.4,0.07024988649409708,False
DROID,1950,Remove the marker out of the cup,task_token_only,original,L3,14.4,0-30s,0.7,0.11385431389404795,True
DROID,1774,Press the button on the right of the top of the oven,task_token_only,original,L3,15.466666666666667,0-30s,0.4,0.07646978132237238,False
DROID,1401,Put the fork on the mat on the table,task_token_only,original,L3,11.533333333333333,0-30s,0.7,0.06593738819198385,True
DROID,1858,Remove the purple ball from the bowl and put it on the table,task_token_only,original,L3,12.266666666666667,0-30s,0.4,0.09206740847871177,False
DROID,1512,Move the pink block from the tray to the table,task_token_only,original,L3,13.133333333333333,0-30s,0.4,0.09892073083505075,False
DROID,1872,Press the button on the top of the coffee maker,task_token_only,original,L3,11.8,0-30s,0.4,0.05368135727571425,False
DROID,1440,Move the uncovered cup to the left,task_token_only,original,L3,14.066666666666666,0-30s,0.4,0.1148306379489994,False
DROID,1346,Remove the marker from the green bowl and put it in the table,task_token_only,original,L3,9.933333333333334,0-30s,0.4,0.054524753502503236,False
DROID,1488,Open the red drawer,task_token_only,original,L3,13.333333333333334,0-30s,0.4,0.1139470660280149,False
DROID,1548,Put the marker into the cup.,task_token_only,original,L3,20.666666666666668,0-30s,0.3,0.06289668839527457,False
DROID,1104,Put the marker on the table,task_token_only,original,L3,11.8,0-30s,0.4,0.1015007314351818,False
DROID,1315,Press a button on the keyboard,task_token_only,original,L3,13.6,0-30s,0.4,0.12317345453004232,False
DROID,1102,Put the cereals inside the blue bowl,task_token_only,original,L3,15.8,0-30s,0.3,0.14016824483385423,False
DROID,1526,Move the objects from the orange bowl into the silver bowl,task_token_only,original,L3,24.0,0-30s,0.4,0.10949471283511562,False
DROID,1797,Put the cup in front of the blue plate,task_token_only,original,L3,19.6,0-30s,0.4,0.10847721577450053,False
DROID,1292,Remove the cups from the grey tray.,task_token_only,original,L3,18.6,0-30s,0.3,0.11445031391323436,False
DROID,1805,Put the cups upright,task_token_only,original,L3,12.666666666666666,0-30s,0.7,0.20069997578151222,True
DROID,1636,Remove one silver fork from the right side of the open drawer and put it on the counter.,task_token_only,original,L3,18.6,0-30s,0.4,0.11999180720380447,False
DROID,1256,Put the black pen inside the brown coffee cup then pull it out and set it on the counter,task_token_only,original,L3,21.733333333333334,0-30s,0.4,0.06270500727958844,False
DROID,1603,Remove the yellow toy from the green bowl and put it on the table,task_token_only,original,L3,9.4,0-30s,0.4,0.07461847985371868,False
DROID,1560,Put the candy bar in the bowl,task_token_only,original,L3,13.733333333333333,0-30s,0.7,0.14279311047807697,True
DROID,1557,Pick up the blue block from the green bowl and put it on the blue block on the table,task_token_only,original,L3,11.133333333333333,0-30s,0.4,0.151113849507595,False
DROID,1648,Put the yellow spiky toy in the green bowl,task_token_only,original,L3,12.066666666666666,0-30s,0.4,0.12265025742060409,False
DROID,1599,Put the grey mug inside the open upper cabinet.,task_token_only,original,L3,23.866666666666667,0-30s,0.4,0.17053111297877258,False
DROID,1066,Put the hand mixer into the white cup,task_token_only,original,L3,12.066666666666666,0-30s,0.4,0.2074222928805948,False
DROID,1167,Press a button on the flashlight,task_token_only,original,L3,16.0,0-30s,0.7,0.1418028605009043,True
DROID,1258,Put the yellow marker inside the white and green mug,task_token_only,original,L3,17.066666666666666,0-30s,0.4,0.21484900429651657,False
DROID,1687,Pick up the gray bowl and put it in the white crisper drawer that is in the sink,task_token_only,original,L3,9.6,0-30s,0.4,0.1394589551672978,False
DROID,1542,"Open the oven door, then remove the blue bowl from the oven and close the oven",task_token_only,original,L3,26.933333333333334,0-30s,0.7,0.17517432616863005,True
DROID,1764,Put the straw inside the mug,task_token_only,original,L3,14.133333333333333,0-30s,0.4,0.19015670258265524,False
DROID,1945,Put the candy bar in the bowl,task_token_only,original,L3,12.533333333333333,0-30s,0.4,0.1135205930578211,False
DROID,1925,Move the sachets from the plate to the cup in the middle,task_token_only,original,L3,13.6,0-30s,0.4,0.1598461062386731,False
DROID,1824,Move the small green bowl backwards,task_token_only,original,L3,14.6,0-30s,0.4,0.12153607891058027,False
DROID,1953,Put the marker in the mug on the table,task_token_only,original,L3,14.266666666666667,0-30s,0.4,0.21386186384733427,False
DROID,1834,Put the pink thing into the cup,task_token_only,original,L3,14.0,0-30s,0.4,0.13916405412242322,False
DROID,1885,Put the blue marker on the table,task_token_only,original,L3,12.2,0-30s,0.4,0.06923906866112735,False
DROID,1260,Remove one cup from the cabinet,task_token_only,original,L3,27.133333333333333,0-30s,0.4,0.2265478230874137,False
DROID,1318,Use the silver ladle to put some of the contents of the yellow bowl into the blue bowl,task_token_only,original,L3,27.4,0-30s,0.4,0.1860105891118473,False
DROID,1197,Put the bowl on the dryer,task_token_only,original,L3,22.266666666666666,0-30s,0.7,0.1718728274701772,True
DROID,1513,Put the grey building block on the tray,task_token_only,original,L3,13.733333333333333,0-30s,0.0,0.08282653172094602,False
DROID,1028,Put the marker in the cup,task_token_only,original,L3,16.2,0-30s,0.3,0.2324948686751922,False
DROID,1625,Put the pen into the white cup,task_token_only,original,L3,13.4,0-30s,0.8,0.14179319797244852,True
DROID,1709,Put the blue block inside the open drawer then close the drawer,task_token_only,original,L3,10.8,0-30s,0.4,0.1102743620679335,False
DROID,1840,Pick up the yellow toy close to the edge and put it in the green bowl,task_token_only,original,L3,10.8,0-30s,0.3,0.11762748721671623,False
DROID,1882,Move the packet from the open drawer to the shelf above it,task_token_only,original,L3,15.466666666666667,0-30s,0.4,0.15750953548367622,False
DROID,1939,Remove the pen from the cup and put it on the table,task_token_only,original,L3,18.8,0-30s,0.4,0.11650492198788304,True
DROID,1474,Put the pen in the cup,task_token_only,original,L3,28.533333333333335,0-30s,0.4,0.11370944830536674,False
DROID,1814,Put the brown towel in the bowl,task_token_only,original,L3,19.0,0-30s,0.3,0.09011695234798378,False
DROID,1051,Move the blue cup to the right,task_token_only,original,L3,16.6,0-30s,0.7,0.25856707590299816,True
DROID,1588,Remove the cup from the blue tray and put it on the rack,task_token_only,original,L3,7.666666666666667,0-30s,0.4,0.11163424063818299,False
DROID,1571,Move the bottle from the cup to the table,task_token_only,original,L3,11.666666666666666,0-30s,0.4,0.15399920775048612,False
DROID,1516,Press a button on the dishwasher,task_token_only,original,L3,15.6,0-30s,0.4,0.203630390516948,False
DROID,1870,Put the spoon in the cup,task_token_only,original,L3,13.866666666666667,0-30s,0.3,0.38986674372275454,False
DROID,1087,Put the plastic knife in the cup,task_token_only,original,L3,12.333333333333334,0-30s,0.4,0.1900832753398812,False
DROID,1730,Open the bottom drawer of the right cabinet,task_token_only,original,L3,11.666666666666666,0-30s,0.4,0.1860508371354795,False
DROID,1580,Open the second drawer from the top fully,task_token_only,original,L3,12.2,0-30s,0.4,0.13705803910874406,False
DROID,1788,Pick up the black measuring spoon from the open drawer and put it on the kitchen counter,task_token_only,original,L3,17.466666666666665,0-30s,0.4,0.2661614876741471,False
DROID,1896,Put the orange cup in the top compartment,task_token_only,original,L3,12.6,0-30s,0.4,0.22569102711605782,False
DROID,1436,"Open the drawer, pick up the orange plush toy, put it in the box that is in the drawer and close the drawer",task_token_only,original,L3,36.93333333333333,30-60s,0.4,0.07431721769766655,False
DROID,1743,Turn off the light switch,task_token_only,original,L3,11.533333333333333,0-30s,0.4,0.12279789470590312,False
DROID,1909,Put the measuring spoon in the yellow bowl,task_token_only,original,L3,15.133333333333333,0-30s,0.4,0.15207517558495048,False
DROID,1591,Put the screwdriver in the open drawer then close the drawer,task_token_only,original,L3,8.533333333333333,0-30s,0.3,0.20706527966952218,False
DROID,1078,Move the white mug to the right,task_token_only,original,L3,14.933333333333334,0-30s,0.4,0.11425991522752299,False
DROID,1663,Put the cutlery in the cup,task_token_only,original,L3,13.333333333333334,0-30s,0.4,0.0867533587517167,False
DROID,1784,Put the ladle in the silver cup,task_token_only,original,L3,17.066666666666666,0-30s,0.4,0.18597531668163936,False
DROID,1750,Remove the folk from the open drawer second position to the right and put it on the cupboard,task_token_only,original,L3,15.8,0-30s,0.3,0.15646276048355798,False
DROID,1581,Remove the green marker from the grey bowl and put it on the table,task_token_only,original,L3,9.2,0-30s,0.4,0.15828582653443105,False
DROID,1303,Move the tea bag to the other cup,task_token_only,original,L3,20.466666666666665,0-30s,0.4,0.1763796548225813,False
DROID,1053,Put the orange can in open cabinet.,task_token_only,original,L3,18.866666666666667,0-30s,0.7,0.2472589951105623,True
DROID,1188,Put the lime green block in the green bowl,task_token_only,original,L3,15.733333333333333,0-30s,0.0,0.18972297092764032,False
DROID,1785,Put the orange bottle in the drawer,task_token_only,original,L3,13.4,0-30s,0.0,0.11639869596065078,False
DROID,1810,Remove the marker from the mug cup and place it on the table,task_token_only,original,L3,12.866666666666667,0-30s,0.4,0.07114664918532126,False
DROID,1279,Put the white object inside the mug,task_token_only,original,L3,12.2,0-30s,0.4,0.17278039858000716,False
DROID,1688,Move the mug to the right,task_token_only,original,L3,11.533333333333333,0-30s,0.3,0.11295055434257799,False
DROID,1504,Pick up the brown block on the left and put it in the green bowl,task_token_only,original,L3,7.133333333333334,0-30s,0.0,0.10297215668263554,False
DROID,1518,Put the black screwdriver inside the topmost drawer then close the drawer,task_token_only,original,L3,8.466666666666667,0-30s,0.4,0.3283076135359763,False
DROID,1115,Move the mug forward then remove the spoon from the mug and put it in the cup,task_token_only,original,L3,20.0,0-30s,0.4,0.09579780365678754,False
DROID,1453,"Remove the marker from the paper cup, put it on the top part of the desk, open the top middle cabinet door, put the paper cup inside the cabinet and close the cabinet door",task_token_only,original,L3,37.666666666666664,30-60s,0.0,0.10042143317646561,False
DROID,1884,Remove the marker from the white mug.,task_token_only,original,L3,16.266666666666666,0-30s,0.4,0.10346682001713524,False
DROID,1836,Put the yellow in the small cup,task_token_only,original,L3,13.0,0-30s,0.4,0.2637389446769846,False
DROID,1867,Put the paper cup inside the white mug,task_token_only,original,L3,14.466666666666667,0-30s,0.0,0.21277941413362078,False
DROID,1881,Close the top left drawer,task_token_only,original,L3,30.866666666666667,30-60s,0.4,0.2952174256977442,False
DROID,1713,Put the screwdriver in the drawer and close it,task_token_only,original,L3,6.8,0-30s,0.4,0.29095702239374416,False
DROID,1511,Remove the white and black mug from the dish rack and put it on the counter.,task_token_only,original,L3,13.266666666666667,0-30s,0.0,0.1481470843806635,False
DROID,1758,Remove the scissors in middle compartment of the opened drawer and put it on the right side of the wooden spatula on the far left,task_token_only,original,L3,9.066666666666666,0-30s,0.3,0.1537632702947388,False
DROID,1204,Move the silver bowl to the table,task_token_only,original,L3,24.533333333333335,0-30s,0.0,0.12245598129442103,False
DROID,1596,Move the mug to the right.,task_token_only,original,L3,13.6,0-30s,0.4,0.060831888290540204,False
DROID,1282,Open the cupboard door,task_token_only,original,L3,18.0,0-30s,0.3,0.15534461706309657,False
DROID,1949,Move the red mug forwards.,task_token_only,original,L3,14.333333333333334,0-30s,0.4,0.07076206207617938,False
AgiBot,12093035,Restock supermarket items,task_token_only,original,L1,16.416667522,0-30s,0.7,0.06898277252912521,True
AgiBot,12093225,Restock supermarket items,task_token_only,original,L1,15.866667494,0-30s,0.8,0.06821118295192719,True
AgiBot,12093263,Restock supermarket items,task_token_only,original,L1,15.900000829,0-30s,0.7,0.07251546035210292,True
AgiBot,12093270,Restock supermarket items,task_token_only,original,L1,15.666667483,0-30s,0.2,0.08184811721245448,False
AgiBot,12093282,Restock supermarket items,task_token_only,original,L1,14.950000779,0-30s,0.4,0.07542156800627708,False
AgiBot,12093284,Restock supermarket items,task_token_only,original,L1,14.366667415,0-30s,0.4,0.07098638638854027,False
AgiBot,12093297,Restock supermarket items,task_token_only,original,L1,17.616667585,0-30s,0.4,0.0780749221642812,False
AgiBot,12093309,Restock supermarket items,task_token_only,original,L1,18.100000943,0-30s,0.7,0.06505537778139114,True
AgiBot,12093348,Restock supermarket items,task_token_only,original,L1,17.216667564,0-30s,0.4,0.05580435941616694,False
AgiBot,12093350,Restock supermarket items,task_token_only,original,L1,17.500000912,0-30s,0.4,0.07554162045319875,False
AgiBot,12093356,Restock supermarket items,task_token_only,original,L1,15.800000824,0-30s,0.3,0.07532679289579391,False
AgiBot,12093359,Restock supermarket items,task_token_only,original,L1,16.166667509,0-30s,0.0,0.06560998658339183,False
AgiBot,12093365,Restock supermarket items,task_token_only,original,L1,16.316667517,0-30s,0.3,0.06596655026078224,False
AgiBot,12093367,Restock supermarket items,task_token_only,original,L1,16.716667538,0-30s,0.4,0.056385704626639686,False
AgiBot,12093482,Restock supermarket items,task_token_only,original,L1,15.300000797,0-30s,0.4,0.07511594146490097,False
AgiBot,12093483,Restock supermarket items,task_token_only,original,L1,17.316667569,0-30s,0.4,0.05472136785586675,False
AgiBot,12093492,Restock supermarket items,task_token_only,original,L1,17.016667554,0-30s,0.6,0.07349491864442825,True
AgiBot,12093497,Restock supermarket items,task_token_only,original,L1,16.416667522,0-30s,0.7,0.06559266274174054,True
AgiBot,12093549,Restock supermarket items,task_token_only,original,L1,16.783334208,0-30s,0.4,0.06240975484251976,True
AgiBot,12093566,Restock supermarket items,task_token_only,original,L1,17.866667598,0-30s,0.4,0.07640973230202992,False
AgiBot,12093596,Restock supermarket items,task_token_only,original,L1,16.800000876,0-30s,0.4,0.07174220557014148,False
AgiBot,12093633,Restock supermarket items,task_token_only,original,L1,16.716667538,0-30s,0.6,0.07932418212294579,True
AgiBot,12093660,Restock supermarket items,task_token_only,original,L1,15.666667483,0-30s,0.4,0.07262588044007619,False
AgiBot,12093685,Restock supermarket items,task_token_only,original,L1,14.300000745,0-30s,0.4,0.06344009811679523,False
AgiBot,12093687,Restock supermarket items,task_token_only,original,L1,15.716667486,0-30s,0.2,0.07018962502479553,False
AgiBot,12093688,Restock supermarket items,task_token_only,original,L1,15.833334159,0-30s,0.4,0.06491718317071597,False
AgiBot,12093689,Restock supermarket items,task_token_only,original,L1,16.516667528,0-30s,0.7,0.0621907872458299,True
AgiBot,12093695,Restock supermarket items,task_token_only,original,L1,16.916667548,0-30s,0.4,0.0653247982263565,False
AgiBot,12093729,Restock supermarket items,task_token_only,original,L1,17.466667577,0-30s,0.4,0.054208005468050637,False
AgiBot,12093732,Restock supermarket items,task_token_only,original,L1,14.516667423,0-30s,0.3,0.06654470413923264,False
AgiBot,12093733,Restock supermarket items,task_token_only,original,L1,17.600000917,0-30s,0.7,0.06006177142262459,True
AgiBot,12093734,Restock supermarket items,task_token_only,original,L1,17.750000925,0-30s,0.0,0.0781358170012633,False
AgiBot,12093745,Restock supermarket items,task_token_only,original,L1,16.866667546,0-30s,0.4,0.0757180005311966,False
AgiBot,12093764,Restock supermarket items,task_token_only,original,L1,15.816667491,0-30s,0.4,0.07156448935468991,False
AgiBot,12093912,Restock supermarket items,task_token_only,original,L1,16.350000852,0-30s,0.4,0.07004695634047191,False
AgiBot,12094096,Restock supermarket items,task_token_only,original,L1,17.65000092,0-30s,0.4,0.057367018113533653,False
AgiBot,12094232,Restock supermarket items,task_token_only,original,L1,14.400000751,0-30s,0.4,0.05912943184375763,False
AgiBot,12093079,Clear the countertop waste,task_token_only,original,L1,24.350001269,0-30s,0.4,0.09949461370706558,False
AgiBot,12093093,Clear the countertop waste,task_token_only,original,L1,25.916668018,0-30s,0.9,0.10852608581384023,True
AgiBot,12093103,Clear the countertop waste,task_token_only,original,L1,30.316668247,30-60s,0.7,0.08674513796965282,True
AgiBot,12093111,Clear the countertop waste,task_token_only,original,L1,33.283335069,30-60s,0.7,0.064200342943271,True
AgiBot,12093142,Clear the countertop waste,task_token_only,original,L1,27.916668122,0-30s,0.7,0.11079165587822597,True
AgiBot,12093226,Clear the countertop waste,task_token_only,original,L1,25.450001327,0-30s,0.9,0.0994613915681839,True
AgiBot,12093316,Clear the countertop waste,task_token_only,original,L1,29.266668193,0-30s,0.7,0.08919351051251094,True
AgiBot,12093324,Clear the countertop waste,task_token_only,original,L1,27.633334774,0-30s,0.4,0.11053554713726044,True
AgiBot,12093355,Clear the countertop waste,task_token_only,original,L1,24.966667968,0-30s,0.7,0.11589477956295013,True
AgiBot,12093372,Clear the countertop waste,task_token_only,original,L1,31.433334972,30-60s,0.7,0.12663142879803976,True
AgiBot,12093547,Clear the countertop waste,task_token_only,original,L1,26.650001389,0-30s,0.8,0.07099458575248718,True
AgiBot,12093587,Clear the countertop waste,task_token_only,original,L1,27.11666808,0-30s,0.9,0.10927573963999748,True
AgiBot,12093696,Clear the countertop waste,task_token_only,original,L1,28.866668172,0-30s,0.7,0.11734375109275182,True
AgiBot,12093756,Clear the countertop waste,task_token_only,original,L1,28.250001473,0-30s,0.7,0.12546505282322565,True
AgiBot,12095836,Clear the countertop waste,task_token_only,original,L1,26.150001363,0-30s,0.9,0.10204897696773212,True
AgiBot,12095888,Clear the countertop waste,task_token_only,original,L1,25.116667976,0-30s,0.9,0.12207354853550594,True
AgiBot,12096108,Clear the countertop waste,task_token_only,original,L1,27.200001418,0-30s,0.9,0.11713453630606334,True
AgiBot,12096115,Clear the countertop waste,task_token_only,original,L1,27.066668078,0-30s,0.9,0.10034277786811192,True
AgiBot,12096128,Clear the countertop waste,task_token_only,original,L1,25.566668,0-30s,0.7,0.0956277425090472,True
AgiBot,12096132,Clear the countertop waste,task_token_only,original,L1,25.983334688,0-30s,0.9,0.11654624839623769,True
AgiBot,12096162,Clear the countertop waste,task_token_only,original,L1,27.200001418,0-30s,0.9,0.11199840406576793,True
AgiBot,12096166,Clear the countertop waste,task_token_only,original,L1,28.250001473,0-30s,0.7,0.11052747319142024,True
AgiBot,12096177,Clear the countertop waste,task_token_only,original,L1,25.050001306,0-30s,0.9,0.12093483656644821,True
AgiBot,12096184,Clear the countertop waste,task_token_only,original,L1,26.550001384,0-30s,0.7,0.11193066835403442,True
AgiBot,12096187,Clear the countertop waste,task_token_only,original,L1,27.283334756,0-30s,0.7,0.06634401281674702,True
AgiBot,12096193,Clear the countertop waste,task_token_only,original,L1,30.550001593,30-60s,0.7,0.1092434823513031,True
AgiBot,12096200,Clear the countertop waste,task_token_only,original,L1,28.616668159,0-30s,1.0,0.08917974929014842,True
AgiBot,12096228,Clear the countertop waste,task_token_only,original,L1,30.616668263,30-60s,0.7,0.09742996841669083,True
AgiBot,12096250,Clear the countertop waste,task_token_only,original,L1,26.766668062,0-30s,0.4,0.11212156961361568,True
AgiBot,12096258,Clear the countertop waste,task_token_only,original,L1,26.800001397,0-30s,0.9,0.08773733427127202,True
AgiBot,12096259,Clear the countertop waste,task_token_only,original,L1,24.766667958,0-30s,0.7,0.09645494446158409,True
AgiBot,12096273,Clear the countertop waste,task_token_only,original,L1,25.883334683,0-30s,0.9,0.0840773085753123,True
AgiBot,12096290,Clear the countertop waste,task_token_only,original,L1,30.56666826,30-60s,0.9,0.07617659370104472,True
AgiBot,12096309,Clear the countertop waste,task_token_only,original,L1,25.500001329,0-30s,0.7,0.08706038196881612,True
AgiBot,12096311,Clear the countertop waste,task_token_only,original,L1,26.216668033,0-30s,0.7,0.1107706328233083,True
AgiBot,12096320,Clear the countertop waste,task_token_only,original,L1,30.066668234,30-60s,0.7,0.09332273652156194,True
AgiBot,12096322,Clear the countertop waste,task_token_only,original,L1,27.150001415,0-30s,0.7,0.09445383896430333,True
